,song,genre,singer,title,tempo1,tempo2,mean_ft1,var_ft1,mean_ft2,var_ft2,mean_mel1,var_mel1,mean_mel2,var_mel2,mean_harm1,var_harm1,mean_perc1,var_perc1,mean_harm2,var_harm2,mean_perc2,var_perc2,mean_sc1,var_sc1,mean_sc2,var_sc2,mean_chroma1,var_chroma1,mean_chroma2,var_chroma2,mean_mfccs1,var_mfccs1,mean_mfccs2,var_mfccs2,zero_crossings_mean1,zero_crossings_var1,zero_crossings_mean2,zero_crossings_var2
0,Maroon 5  - Sugar (Official Music Video)-09R8_2nJtjg.mp3,pop,Maroon 5 ,Sugar ,123.046875,117.45383522727273,0.717896580696106,9.025309562683105,2.4200501441955566,50.86736297607422,-76.15287017822266,85.04196166992188,-70.04988861083984,199.0157928466797,0.0005337122711353004,0.0034774106461554766,1.626829430279031e-06,0.006241968832910061,3.05430730804801e-05,0.03164355456829071,-3.589585321606137e-05,0.020969677716493607,0.23264866704035725,0.02193340575269681,0.30107761911310144,0.018059301082589435,0.44270187616348267,0.08727904409170151,0.38083451986312866,0.09297356754541397,0.527675211429596,0.02178555354475975,0.5162363052368164,0.025946635752916336,0.08045427059712774,0.07398138093981194,0.10248904006046863,0.09198503672795226
1,Carly Rae Jepsen  - Call Me Maybe-fWNaR-rxAic.mp3,pop,Carly Rae Jepsen ,Call Me Maybe,117.45383522727273,117.45383522727273,0.8967481851577759,9.440138816833496,1.0092238187789917,10.4303560256958,-73.87962341308594,139.7101593017578,-73.1178970336914,150.84429931640625,-9.589450655766996e-07,0.005666819401085377,5.3007170208729804e-05,0.003943648189306259,4.450393134902697e-06,0.005923095624893904,3.82351026928518e-05,0.004882850684225559,0.35438935362237856,0.02693124238081376,0.36683567614331297,0.03132733971052117,0.3878261148929596,0.09360820055007935,0.41838717460632324,0.08856368809938431,0.5079290270805359,0.026416780427098274,0.47571897506713867,0.026704534888267517,0.10850491307634165,0.09673159691463723,0.12346712018140589,0.10822299041551611
2,Sia  - Chandelier (Official Video)-2vjPBrBU-TM.mp3,pop,Sia ,Chandelier ,117.45383522727273,86.1328125,1.6807215213775635,36.66388702392578,3.100390911102295,73.7464828491211,-72.97032928466797,167.25450134277344,-66.83891296386719,246.39285278320312,1.0238246431981679e-05,0.03271976113319397,0.00014390167780220509,0.007286397740244865,5.3157041293161456e-06,0.06854318082332611,-2.5453887246840168e-06,0.014019745402038097,0.2415481297333059,0.015339146653918188,0.2895727964314354,0.012729591676190798,0.3274695575237274,0.09430522471666336,0.36761608719825745,0.08500778675079346,0.5481758117675781,0.03551480546593666,0.5561366081237793,0.02773575857281685,0.09502796674225246,0.08599765227908587,0.10648450491307634,0.09514555512649332
3,Mark Ronson  - Uptown Funk (Official Video) ft. Bruno Mars-OPf0YbXqDm0.mp3,pop,Mark Ronson ,Uptown Funk ,117.45383522727273,117.45383522727273,1.3280080556869507,20.434572219848633,2.1514644622802734,31.266740798950195,-75.58574676513672,95.27342224121094,-72.45734405517578,139.67149353027344,-8.819841241347603e-06,0.006329485215246677,0.0002415589988231659,0.016158029437065125,1.478176500313566e-06,0.013443992473185062,0.0003224328102078289,0.0200792346149683,0.3751521437363391,0.023121021070072592,0.3555407753403173,0.018837095388973636,0.4569629728794098,0.09747902303934097,0.48498833179473877,0.08776268362998962,0.5153011083602905,0.02483142353594303,0.5178518891334534,0.022778579965233803,0.1536175359032502,0.1300191885662638,0.15585185185185185,0.13156205212620023
4,Ed Sheeran  - Shape of You (Official Music Video)-JGwWNGJdvx8.mp3,pop,Ed Sheeran ,Shape of You ,129.19921875,129.19921875,1.764297604560852,47.49193572998047,2.459270477294922,67.45950317382812,-72.9752197265625,186.1420440673828,-71.53665161132812,204.85748291015625,-3.271282548666932e-05,0.036489199846982956,-0.0005063501303084195,0.015093091875314713,-8.369279385078698e-05,0.04713784158229828,-0.00030661336495541036,0.02352232299745083,0.26971258240722695,0.022688437554204043,0.23799342303753712,0.022001642741222634,0.3351772427558899,0.09744443744421005,0.3298998475074768,0.09087105840444565,0.5174556970596313,0.028685014694929123,0.5323829054832458,0.023984313011169434,0.08069765684051398,0.07418554502096461,0.0819349962207105,0.07522165261502266
5,Wiz Khalifa  - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack-RgKAFK5djSk.mp3,pop,Wiz Khalifa ,See You Again ft. Charlie Puth ,161.4990234375,161.4990234375,1.2257041931152344,38.07746124267578,1.7366924285888672,50.402862548828125,-75.8236312866211,109.6532974243164,-74.6888198852539,126.66340637207031,3.310959800728597e-05,0.03623301163315773,6.581820343853906e-05,0.007641103118658066,2.9179172997828573e-05,0.05024868994951248,-4.879922198597342e-05,0.008538213558495045,0.21651785689688133,0.028465876118066898,0.31304978462707767,0.026118424195907593,0.3181736469268799,0.10583680123090744,0.35073232650756836,0.10098970681428909,0.5198653340339661,0.02784889191389084,0.5177652835845947,0.02713290974497795,0.06443386243386244,0.06028213980571654,0.06761678004535147,0.06304475110165005
6,The Wanted  - Glad You.mp3,pop,The Wanted ,Glad You,129.19921875,129.19921875,0.5271683931350708,2.4646050930023193,1.0352535247802734,7.638967037200928,-73.75179290771484,145.36424255371094,-69.28905487060547,215.13330078125,2.614467121020425e-06,0.0019463787321001291,-1.2197190699225757e-05,0.0006534078274853528,9.010911526274867e-06,0.0056578051298856735,1.608159982424695e-05,0.002332716714590788,0.3984413535068874,0.027846983507657644,0.3566966697785875,0.020285182634661444,0.3304935395717621,0.08869560062885284,0.416698157787323,0.08631864935159683,0.5227643251419067,0.027272026985883713,0.5808202624320984,0.024751421064138412,0.12035147392290249,0.10586699664748737,0.11026001511715798,0.09810274418352202
7,Cheryl Cole  - Fight For This Love (Official Video)-4umc87T5UMs.mp3,pop,Cheryl Cole ,Fight For This Love ,123.046875,123.046875,0.4838640093803406,2.1208879947662354,0.6744217276573181,3.2167725563049316,-75.75151062011719,93.70882415771484,-73.3123779296875,138.28160095214844,-1.8598227597976802e-06,0.0011122763389721513,3.269809894845821e-05,0.0011675143614411354,-8.68404549692059e-06,0.0022290123160928488,1.2909259567095432e-05,0.0012004835298284888,0.3399940981064829,0.033344837608367844,0.3553308912218829,0.018944291552972378,0.39640602469444275,0.09247592091560364,0.36633214354515076,0.08835019916296005,0.505108118057251,0.027543479576706886,0.49862930178642273,0.023331118747591972,0.12114134542705972,0.10646611985518156,0.12561073318216176,0.1098326768916015
